,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Years_as_Customer,Family_Size,Total_income_familymember,Total_Conv,RecentCmp,Total_spent,Total_spent_percent_income,Total_Purchases,AOV,Total_Purchases_year,%Wine,%Fruit,%Meat,%Fish,%Sweet,%Gold,%WebPurchases,%CatalogPurchases,%StorePurchases,%DealPurchases,products_factor,Deal_purchases,channels_factor,Basic,Graduation,Master,PhD,Married,Single,Together,Widow
289,35416.0,0,0,62,248,3,81,4,3,51,3,7,1,5,8,0,0,0,0,0,0,0,71,7,1,35416.0,0,0,339,0.0047858373097664966,13,24.214285714285715,1.8571428571428572,0.003501242376327084,4.2353738423311496e-05,0.0011435509374294105,5.6471651231081995e-05,4.2353738423311496e-05,0.0007200135531962954,0.5,0.07142857142857142,0.35714285714285715,0.21428571428571427,0.13112991629163698,0,0.4076655052264809,0,0,1,0,0,0,0,0
290,32414.0,0,0,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,0,36,7,1,32414.0,1,3,40,0.0006169983032546661,4,8.0,0.5714285714285714,0.0003085086690936015,9.255260072808046e-05,7.712716727340038e-05,0.0,0.0001388289010921207,0.00018510520145616091,0.2,0.0,0.6,0.2,0.010887114135324786,0,0.13170731707317077,0,0,0,0,0,0,1,0
291,38361.0,1,0,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0,51,7,2,19180.5,0,0,123,0.0016031489494812575,7,15.375,1.0,0.0010166575428169234,0.0,0.001459815958916608,0.0005213628424702171,0.00020854513698808687,0.000364953989729152,0.375,0.125,0.375,0.375,0.06991479298314365,0,0.43902439024390244,0,1,0,0,0,0,1,0
292,82497.0,0,0,32,777,129,573,216,21,203,1,2,7,9,4,0,0,1,0,0,0,0,40,8,1,82497.0,1,5,1716,0.010400252127324299,18,90.3157894736842,2.25,0.004709262154987454,0.0007818466126040947,0.003472853558311211,0.0013091385141277864,0.00012727735554020147,0.0012303477702219475,0.10526315789473684,0.3684210526315789,0.47368421052631576,0.05263157894736842,0.23099416402354692,0,0.5661103979460848,0,1,0,0,1,0,0,0
293,16626.0,2,0,76,8,3,22,21,1,13,3,3,0,3,9,0,0,0,0,0,0,0,49,6,3,5542.0,0,0,55,0.001653936368557166,6,7.857142857142857,1.0,0.0007217610970768675,0.00027066041140382533,0.001984843016961386,0.0018946228798267773,9.022013713460844e-05,0.0011728617827499097,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855,0.07641174686014095,0,0.28222996515679444,0,1,0,0,0,0,1,0
294,29672.0,1,1,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,55,7,3,9890.666666666666,0,0,17,0.0002864557004684393,3,4.25,0.42857142857142855,0.00045497438662712325,5.055270962523591e-05,0.00015165812887570776,0.0,0.00020221083850094365,0.0004044216770018873,0.0,0.0,0.75,0.25,0.0171262025248949,0,0.0,0,1,0,0,0,0,1,0
295,55951.0,0,1,62,1241,0,80,0,13,40,3,3,6,11,8,0,1,0,0,1,0,0,68,8,2,27975.5,2,4,1334,0.011920932227623677,20,63.523809523809526,2.5,0.02218012189237011,0.0,0.001429822523279298,0.0,0.00023234616003288592,0.000714911261639649,0.14285714285714285,0.2857142857142857,0.5238095238095238,0.14285714285714285,0.6665463510948847,0,0.4494773519163763,0,0,1,0,0,0,1,0
296,35388.0,1,0,20,6,4,7,4,3,8,1,1,0,3,7,0,0,0,0,0,0,0,32,7,2,17694.0,0,0,24,0.0003390884173048122,4,4.8,0.5714285714285714,0.00016954899966090201,0.00011303266644060134,0.00019780716627105233,0.00011303266644060134,8.477449983045101e-05,0.00022606533288120268,0.2,0.0,0.6,0.2,0.010371049911995996,0,0.13170731707317077,0,0,0,0,0,0,0,0
297,42386.0,1,0,43,65,4,16,0,4,11,1,3,0,3,8,0,0,0,0,0,0,0,34,7,2,21193.0,0,0,89,0.0010498501899167197,6,12.714285714285714,0.8571428571428571,0.0015335252205917048,9.437078280564338e-05,0.0003774831312225735,0.0,9.437078280564338e-05,0.00025951965271551927,0.42857142857142855,0.0,0.42857142857142855,0.14285714285714285,0.053950810785024915,0,0.28222996515679444,0,0,1,0,0,0,1,0
298,68627.0,0,0,45,395,15,263,60,54,38,1,2,3,6,1,0,0,0,0,0,0,0,38,7,1,68627.0,0,0,787,0.005733811272366964,11,65.58333333333333,1.5714285714285714,0.0028778760546140734,0.00010928643245369899,0.0019161554490215221,0.00043714572981479595,0.0003934311568333163,0.0002768589622160374,0.16666666666666666,0.25,0.5,0.08333333333333333,0.13534314818903975,0,0.43902439024390244,0,1,0,0,0,1,0,0
299,57912.0,0,1,34,801,0,80,0,0,35,5,8,3,12,5,0,1,0,0,0,0,0,55,6,2,28956.0,1,4,881,0.007606236941619326,23,36.708333333333336,3.8333333333333335,0.013831330294239537,0.0,0.001381406271584473,0.0,0.0,0.0006043652438182069,0.3333333333333333,0.125,0.5,0.20833333333333334,0.42947979332795955,0,0.32926829268292684,0,0,0,1,0,0,0,0
300,35246.0,1,1,53,36,0,12,2,2,10,4,3,1,3,5,0,0,0,0,0,0,0,62,6,3,11748.666666666666,0,0,52,0.0007376514313274889,7,6.5,1.1666666666666667,0.0015320887476593088,0.0,0.0005106962492197696,8.511604153662828e-05,8.511604153662828e-05,0.00042558020768314136,0.375,0.125,0.375,0.5,0.05767107544897933,0,0.43902439024390244,0,1,0,0,0,0,0,0
301,58821.0,0,1,44,513,14,154,19,0,28,1,9,2,9,6,0,0,0,0,0,0,0,64,7,2,29410.5,0,0,700,0.005950154704022305,20,33.333333333333336,2.857142857142857,0.008721375019125822,0.00023801023444008093,0.0026181125788408903,0.00032301388959725267,0.0,0.00047602046888016187,0.42857142857142855,0.09523809523809523,0.42857142857142855,0.047619047619047616,0.32013180330490476,0,0.3658536585365854,0,0,0,0,0,0,1,0
302,46377.0,1,0,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,0,42,6,2,23188.5,0,0,90,0.0009702876363793177,6,12.857142857142858,1.0,0.0007978092588998857,0.0,0.0009918709705241822,8.624964961079846e-05,6.468723720809884e-05,0.0,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.05052552456491909,0,0.4076655052264809,0,0,0,1,1,0,0,0
303,39747.0,1,0,43,80,15,93,20,13,52,3,5,1,4,8,0,0,0,0,0,0,0,32,6,2,19873.5,0,0,221,0.0027800140887591827,10,20.09090909090909,1.6666666666666667,0.0020127305205424307,0.0003773869726017058,0.002339799230130576,0.0005031826301356077,0.000327068709588145,0.00130827483835258,0.45454545454545453,0.09090909090909091,0.36363636363636365,0.2727272727272727,0.12287885021110172,0,0.41906873614190693,0,1,0,0,0,1,0,0
304,23976.0,1,0,68,14,1,21,2,3,25,3,3,1,3,7,0,0,0,0,0,0,0,36,7,2,11988.0,0,0,41,0.0008549860282770989,7,5.125,1.0,0.0005839172505839172,4.170837504170838e-05,0.0008758758758758759,8.341675008341675e-05,0.00012512512512512512,0.0010427093760427093,0.375,0.125,0.375,0.375,0.04121228600395267,0,0.43902439024390244,0,1,0,0,0,0,1,0
305,80950.0,0,0,44,525,147,112,219,147,63,1,6,7,9,2,0,0,0,1,0,0,0,59,7,1,80950.0,1,1,1150,0.007103062346357673,22,50.0,3.142857142857143,0.0032427424336009883,0.0009079678814082767,0.0006917850525015441,0.001352686843730698,0.0009079678814082767,0.0003891290920321186,0.2608695652173913,0.30434782608695654,0.391304347826087,0.043478260869565216,0.1110779802347128,0,0.582184517497349,0,0,1,0,1,0,0,0
306,27038.0,0,0,64,1,26,25,17,23,15,1,3,0,3,9,0,0,0,0,0,0,1,54,8,1,27038.0,0,0,92,0.0017012463478678944,6,13.142857142857142,0.75,1.849249204822842e-05,0.0004808047932539389,0.0004623123012057105,0.0003143723648198831,0.00042532731710925365,0.0002773873807234263,0.42857142857142855,0.0,0.42857142857142855,0.14285714285714285,0.013573885431086409,0,0.28222996515679444,0,1,0,0,0,0,0,1
307,77457.0,0,0,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,0,73,6,1,77457.0,1,5,1146,0.007397557385938186,17,63.666666666666664,2.8333333333333335,0.004357256284131841,7.100713944511148e-05,0.002582077798004054,9.682791742515201e-05,0.0002904837522754561,7.100713944511148e-05,0.1111111111111111,0.2777777777777778,0.5555555555555556,0.05555555555555555,0.19590845831937664,0,0.4146341463414634,0,1,0,0,0,1,0,0
308,64100.0,0,1,93,509,0,27,0,0,10,1,8,3,6,7,0,1,0,0,0,0,0,56,7,2,32050.0,1,4,536,0.004180902014009142,17,29.77777777777778,2.4285714285714284,0.007940717628705149,0.0,0.00042121684867394696,0.0,0.0,0.00015600624024960998,0.4444444444444444,0.16666666666666666,0.3333333333333333,0.05555555555555555,0.23607073425794178,0,0.5121951219512195,0,0,1,0,1,0,0,0
309,42670.0,0,0,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,0,28,7,1,42670.0,0,0,226,0.0026481685453821095,10,20.545454545454547,1.4285714285714286,0.0018045465198031404,2.3435669088352474e-05,0.0005390203890321068,0.00023435669088352472,4.687133817670495e-05,0.00017576751816264356,0.36363636363636365,0.18181818181818182,0.36363636363636365,0.09090909090909091,0.06616262809138365,0,0.4988913525498891,0,0,1,0,0,0,1,0
310,12571.0,1,0,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,0,44,6,2,6285.5,0,0,36,0.0014317531021317213,7,4.5,1.1666666666666667,0.00023864449924429243,0.0003977408320738207,0.001113674329806698,0.00015909633282952827,0.0009545779969771697,0.0013523188290509903,0.375,0.125,0.375,0.5,0.03817811533784806,0,0.43902439024390244,0,1,0,0,0,0,0,0
311,22574.0,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,53,7,4,5643.5,0,0,35,0.0007751937984496124,5,5.833333333333333,0.7142857142857143,0.0022149375387614067,0.0,0.0007087800124036503,0.00017719500310091257,0.0,0.00017719500310091257,0.3333333333333333,0.0,0.5,0.3333333333333333,0.08254120514021285,0,0.21951219512195122,0,1,0,0,1,0,0,0
312,51381.5,0,0,69,861,138,461,60,30,61,1,6,5,12,3,0,1,0,1,0,0,0,31,7,1,51381.5,2,4,1550,0.015082956259426848,23,64.58333333333333,3.2857142857142856,0.008378501990015861,0.0013428957893405213,0.0044860504267100025,0.0005838677344958789,0.00029193386724793945,0.0005935988634041435,0.25,0.20833333333333334,0.5,0.041666666666666664,0.3631868131868132,0,0.4024390243902439,0,1,0,0,1,0,0,0
313,70893.0,0,0,42,768,44,561,77,44,14,1,6,6,10,3,0,0,0,0,0,0,0,44,7,1,70893.0,0,0,1494,0.010536857844105284,22,64.95652173913044,3.142857142857143,0.005416613770047819,0.00031032683057565625,0.003956667089839617,0.0005430719535073985,0.00031032683057565625,9.874035518316336e-05,0.2608695652173913,0.2608695652173913,0.43478260869565216,0.043478260869565216,0.26462265412214636,0,0.5058324496288441,0,0,1,0,0,1,0,0
314,54198.0,1,1,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0,54,7,3,18066.0,0,0,218,0.002011107216000295,10,19.818181818181817,1.4285714285714286,0.005120115133399756,0.0,0.0007749363445145578,8.302889405513119e-05,5.535259603675413e-05,0.00047049706631241005,0.2727272727272727,0.09090909090909091,0.5454545454545454,0.5454545454545454,0.16642669643541447,0,0.25942350332594244,0,1,0,0,1,0,0,0
315,28839.0,1,1,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,0,64,6,3,9613.0,0,0,31,0.0005374479889042996,5,5.166666666666667,0.8333333333333334,0.0012483095807760325,0.0,0.00036409029439300945,0.0,0.0,5.2012899199001353e-05,0.3333333333333333,0.0,0.5,0.3333333333333333,0.04552061768461436,0,0.21951219512195122,0,0,1,0,0,0,1,0
316,40321.0,1,1,59,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,0,48,7,3,13440.333333333334,0,0,75,0.0009300133921928476,6,10.714285714285714,0.8571428571428571,0.001636864165075271,0.00014880583318866098,0.0007812306242404702,0.0002232087497829915,0.0,0.0010044393740234617,0.42857142857142855,0.0,0.42857142857142855,0.2857142857142857,0.06826666891056415,0,0.28222996515679444,0,1,0,0,1,0,0,0
317,66503.0,1,0,30,91,64,128,65,3,50,2,4,3,6,3,0,0,0,0,0,0,0,35,8,2,33251.5,0,0,351,0.002638939011187297,13,25.071428571428573,1.625,0.0013683593221358436,0.0009623626001834504,0.0019247252003669008,0.0009773995158113167,4.511074688359924e-05,0.0007518457813933206,0.2857142857142857,0.21428571428571427,0.42857142857142855,0.14285714285714285,0.09296902329284328,0,0.47038327526132406,0,1,0,0,0,1,0,0
318,30833.0,1,1,33,11,0,7,3,1,6,2,1,0,3,5,0,0,0,0,0,0,0,69,7,3,10277.666666666666,0,0,22,0.00035674904326392945,4,4.4,0.5714285714285714,0.0005351409204423831,0.0,0.0003405442220996984,0.0001459475237570136,4.86491745856712e-05,0.0002918950475140272,0.2,0.0,0.6,0.4,0.024721986896442838,0,0.13170731707317077,0,1,0,0,1,0,0,0
319,51381.5,1,2,67,738,20,172,52,50,20,6,2,3,10,7,0,1,0,1,0,0,0,50,7,4,12845.375,2,4,1032,0.010042329586921618,15,64.5,2.142857142857143,0.02872629253719724,0.0007784903126611719,0.006695016688886077,0.0020240748129190466,0.0019462257816529297,0.0007784903126611719,0.125,0.1875,0.625,0.375,1.0,0,0.27439024390243905,0,1,0,0,0,1,0,0
320,64795.0,0,1,23,412,5,119,38,29,77,3,3,3,12,2,0,0,0,0,0,0,0,49,7,2,32397.5,0,0,603,0.004653065004012594,18,31.736842105263158,2.5714285714285716,0.006358515317539934,7.716644802839726e-05,0.0018365614630758546,0.0005864650050158191,0.00044756539856470406,0.0011883632996373178,0.15789473684210525,0.15789473684210525,0.631578947368421,0.15789473684210525,0.2313600756061594,0,0.24261874197689348,0,1,0,0,1,0,0,0
321,34421.0,1,0,81,3,3,7,6,2,9,1,1,0,2,7,0,0,0,0,0,0,0,46,7,2,17210.5,0,0,21,0.00030503747603276976,3,5.25,0.42857142857142855,8.7156096568955e-05,8.7156096568955e-05,0.00020336422532756166,0.00017431219313791,5.810406437930333e-05,0.000261468289706865,0.25,0.0,0.5,0.25,0.008201851604135094,0,0.21951219512195122,0,1,0,0,1,0,0,0
322,47025.0,1,1,6,16,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,55,6,3,15675.0,0,0,19,0.0002020159060945009,3,4.75,0.5,0.0005103668261562999,0.0,9.569377990430622e-05,0.0,0.0,3.189792663476874e-05,0.25,0.0,0.5,0.25,0.01711005661005661,0,0.21951219512195122,0,0,0,1,0,0,0,0
323,64325.0,0,1,41,731,60,353,78,12,73,5,10,3,5,7,0,0,0,0,0,0,0,59,7,2,32162.5,0,0,1234,0.009591766937163822,18,64.94736842105263,2.5714285714285716,0.011364166342790517,0.0009327633113097552,0.00548775748153906,0.0012125923047026817,0.00018655266226195102,0.001134862028760202,0.5263157894736842,0.15789473684210525,0.2631578947368421,0.2631578947368421,0.4757566615273572,0,0.5661103979460848,0,0,0,1,0,0,0,0
324,40464.0,0,1,78,424,17,118,7,23,41,6,8,2,8,8,0,0,0,0,0,0,0,67,7,2,20232.0,0,0,589,0.007277894476708267,18,31.0,2.5714285714285716,0.01047844998022934,0.0004201265322261764,0.002916172400158165,0.00017299327797548438,0.0005684064847765915,0.0010132463424278372,0.42105263157894735,0.10526315789473684,0.42105263157894735,0.3157894736842105,0.3781515328779564,0,0.3812580231065469,0,1,0,0,0,1,0,0
325,62187.0,0,0,49,792,0,275,45,45,126,1,4,8,5,3,0,0,0,0,0,0,0,63,7,1,62187.0,0,0,1157,0.009302437769344567,17,64.27777777777777,2.4285714285714284,0.006367890395098654,0.0,0.0022110730538536993,0.00036181195426696896,0.00036181195426696896,0.0010130734719475132,0.2222222222222222,0.4444444444444444,0.2777777777777778,0.05555555555555555,0.24219780794084908,0,0.8048780487804879,0,1,0,0,1,0,0,0
326,14849.0,1,0,39,21,2,28,3,2,9,3,2,0,4,8,0,0,0,0,0,0,0,44,7,2,7424.5,0,0,56,0.0018855218855218854,6,8.0,0.8571428571428571,0.0014142366489325881,0.00013468920466024647,0.0018856488652434506,0.00020203380699036972,0.00013468920466024647,0.0006061014209711092,0.2857142857142857,0.0,0.5714285714285714,0.42857142857142855,0.09316102612452536,0,0.15679442508710806,0,0,0,1,0,0,0,0
327,27255.0,1,0,3,22,1,11,0,1,2,1,1,0,3,7,0,0,0,0,0,0,0,36,7,2,13627.5,0,0,35,0.0006420604637511006,4,7.0,0.5714285714285714,0.0008071913410383416,3.66905155017428e-05,0.0004035956705191708,0.0,3.66905155017428e-05,7.33810310034856e-05,0.2,0.0,0.6,0.2,0.034182446612276006,0,0.13170731707317077,0,1,0,0,1,0,0,0
328,54432.0,2,1,37,33,0,5,0,0,0,1,1,0,3,4,0,0,0,0,0,0,0,70,7,4,13608.0,0,0,38,0.00034905296419451436,4,7.6,0.5714285714285714,0.0012125220458553791,0.0,0.00018371546149323928,0.0,0.0,0.0,0.2,0.0,0.6,0.2,0.03941800960650167,0,0.13170731707317077,0,0,0,1,1,0,0,0
329,29999.0,1,0,22,68,7,59,10,5,11,4,3,1,4,8,0,0,0,0,0,0,0,34,7,2,14999.5,0,0,149,0.0024833333333333335,8,16.555555555555557,1.1428571428571428,0.002266742224740825,0.000233341111370379,0.00196673222440748,0.0003333444448148272,0.0001666722224074136,0.0003666788892963099,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.4444444444444444,0.11951772934555693,0,0.3658536585365854,0,0,0,1,0,1,0,0
330,24072.0,1,0,79,9,1,6,3,0,4,1,1,0,2,8,0,0,0,0,0,0,0,37,7,2,12036.0,0,0,19,0.0003946329913180742,3,4.75,0.42857142857142855,0.00037387836490528417,4.154204054503157e-05,0.0002492522432701894,0.0001246261216350947,0.0,0.00016616816218012627,0.25,0.0,0.5,0.25,0.01759196996921324,0,0.21951219512195122,0,1,0,0,0,1,0,0
331,33996.0,0,0,46,40,2,15,8,0,6,1,1,1,3,4,0,0,0,0,0,0,0,31,7,1,33996.0,0,0,65,0.0009559667029443774,5,10.833333333333334,0.7142857142857143,0.0005883045064125191,2.9415225320625956e-05,0.00022061418990469467,0.00011766090128250382,0.0,8.824567596187787e-05,0.16666666666666666,0.16666666666666666,0.5,0.16666666666666666,0.022837063733419188,0,0.36585365853658536,0,0,0,1,0,1,0,0
332,66334.0,0,1,82,909,11,218,0,0,23,2,9,3,5,5,0,0,0,0,0,0,1,64,7,2,33167.0,0,0,1138,0.008577673927790758,17,63.22222222222222,2.4285714285714284,0.01370337986552899,0.00016582747912081286,0.0032863991316670186,0.0,0.0,0.00034673018361624505,0.5,0.16666666666666666,0.2777777777777778,0.1111111111111111,0.47964853271671803,0,0.5609756097560975,0,0,0,1,1,0,0,0
333,35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,49,7,2,17589.0,1,3,41,0.0005827340174535945,4,8.2,0.5714285714285714,0.0006538177269884587,2.8426857695150378e-05,0.0003695491500369549,5.6853715390300756e-05,5.6853715390300756e-05,0.0005116834385127068,0.2,0.2,0.4,0.2,0.028891277577956752,0,0.4829268292682927,0,0,1,0,1,0,0,0
334,22010.0,1,0,51,11,2,9,3,0,8,2,2,0,3,8,0,0,0,0,0,0,0,37,7,2,11005.0,0,0,25,0.0005678978692471946,5,4.166666666666667,0.7142857142857143,0.0004997728305315766,9.086778736937755e-05,0.000408905043162199,0.00013630168105406633,0.0,0.0003634711494775102,0.3333333333333333,0.0,0.5,0.3333333333333333,0.025653424267690513,0,0.21951219512195122,0,1,0,0,0,0,1,0
336,75693.0,0,0,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,0,1,52,8,1,75693.0,3,5,1412,0.009327027241260865,21,64.18181818181819,2.625,0.005264687619727055,0.0010106614878522453,0.0019354497773902476,0.0004756054060481154,0.0006407461720370444,0.00019816891918671476,0.5,0.18181818181818182,0.2727272727272727,0.045454545454545456,0.20327135146702344,0,0.5787139689578715,0,1,0,0,0,0,0,0
337,30675.0,1,0,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,0,48,8,2,15337.5,0,0,41,0.0006682748728647803,4,8.2,0.5,0.00032599837000814997,6.519967400162999e-05,0.0005215973920130399,0.00035859820700896494,6.519967400162999e-05,0.000684596577017115,0.2,0.0,0.6,0.2,0.02392897892653394,0,0.13170731707317077,0,1,0,0,1,0,0,0
338,83003.0,0,0,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,0,1,55,7,1,83003.0,1,5,1552,0.009348947038696931,21,70.54545454545455,3.0,0.005156440128670048,0.0003674565979542908,0.003433610833343373,0.00024095514619953495,0.00015059696637470936,0.0007349131959085816,0.3181818181818182,0.2727272727272727,0.36363636363636365,0.045454545454545456,0.24251082610147945,0,0.5787139689578714,0,1,0,0,0,0,1,0
340,68655.0,0,0,95,456,19,832,75,118,38,1,4,5,11,3,0,0,0,0,0,0,0,32,8,1,68655.0,0,0,1500,0.010924027033325566,20,71.42857142857143,2.5,0.003320952589032117,0.00013837302454300487,0.00605928191683053,0.0005462093074065982,0.0008593693103197145,0.00027674604908600975,0.19047619047619047,0.23809523809523808,0.5238095238095238,0.047619047619047616,0.26481896662801185,0,0.4076655052264808,0,1,0,0,0,1,0,0
341,41411.0,0,0,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,0,34,7,1,41411.0,0,0,121,0.0014609291992659134,7,15.125,1.0,0.0004467412040279153,0.00038637077105117,0.00045881529062326434,0.00013281495254883967,3.6222259786047187e-05,0.00021733355871628312,0.25,0.125,0.5,0.125,0.025565302763692083,0,0.32926829268292684,0,1,0,0,0,0,0,0
342,55212.0,0,1,65,1103,0,45,0,0,34,3,4,2,11,8,0,1,0,0,1,0,0,51,8,2,27606.0,2,4,1148,0.010396102367196132,17,63.77777777777778,2.125,0.019977541114250524,0.0,0.0008150402086502934,0.0,0.0,0.0006158081576468884,0.2222222222222222,0.1111111111111111,0.6111111111111112,0.16666666666666666,0.587007701781664,0,0.21951219512195122,0,0,0,1,1,0,0,0
343,59292.0,0,1,71,378,14,68,19,14,14,2,3,5,8,3,0,0,0,0,0,0,0,70,7,2,29646.0,0,0,493,0.004157320425682627,16,29.0,2.2857142857142856,0.006375227686703097,0.00023611954395196653,0.0011468663563381231,0.0003204479525062403,0.00023611954395196653,0.00023611954395196653,0.17647058823529413,0.29411764705882354,0.47058823529411764,0.11764705882352941,0.21236070058929804,0,0.503586800573888,0,0,0,1,0,0,1,0
344,27190.0,1,0,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,0,1,47,7,2,13595.0,1,3,15,0.0002758265602589092,3,3.75,0.42857142857142855,3.677822728944465e-05,0.0002206693637366679,0.00025744759102611255,0.0,3.677822728944465e-05,0.00011033468186833395,0.25,0.0,0.5,0.25,0.008306463672407035,0,0.21951219512195122,1,0,0,0,0,0,1,0
345,82623.0,0,0,58,204,34,204,172,153,173,1,2,9,4,1,0,0,0,0,0,0,0,68,7,1,82623.0,0,0,767,0.004641508520526723,15,47.9375,2.142857142857143,0.001234523074688646,0.000205753845781441,0.001234523074688646,0.0010408723963061133,0.0009258923060164845,0.0010469239800055675,0.125,0.5625,0.25,0.0625,0.06970510699133481,0,0.9329268292682927,0,1,0,0,0,0,0,0
346,44300.0,1,1,65,30,0,9,0,0,3,2,1,0,3,6,0,0,0,0,0,0,0,55,7,3,14766.666666666666,0,0,39,0.0004401706507753775,4,7.8,0.5714285714285714,0.0010158013544018058,0.0,0.0003047404063205418,0.0,0.0,0.0001015801354401806,0.2,0.0,0.6,0.4,0.03728099806514028,0,0.13170731707317077,0,1,0,0,1,0,0,0
347,84835.0,0,0,0,189,104,379,111,189,218,1,4,4,6,1,0,0,0,0,0,0,1,50,6,1,84835.0,0,0,972,0.005728700080154651,14,64.8,2.3333333333333335,0.0011139270348323215,0.0006129545588495314,0.0022337478634997347,0.000654211115695173,0.0011139270348323215,0.0012848470560499793,0.26666666666666666,0.26666666666666666,0.4,0.06666666666666667,0.09451019658716954,0,0.5414634146341464,0,1,0,0,0,0,0,0
348,30372.0,1,1,33,15,0,12,7,3,7,3,2,0,3,7,0,0,0,0,0,0,0,49,8,3,10124.0,0,0,37,0.0006090936028709709,5,6.166666666666667,0.625,0.0007408139075464243,0.0,0.0005926511260371395,0.000345713156854998,0.00014816278150928488,0.000345713156854998,0.3333333333333333,0.0,0.5,0.5,0.0376458426500406,0,0.21951219512195122,0,1,0,0,0,0,0,1
349,33181.0,1,0,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,0,44,6,2,16590.5,1,3,12,0.00018082092700861914,3,3.0,0.5,0.00027123956481118713,0.0,9.041318827039571e-05,0.0,0.0,0.00012055091769386094,0.25,0.0,0.5,0.25,0.010210033479374367,0,0.21951219512195122,0,0,1,0,1,0,0,0
350,71113.0,0,1,95,495,33,255,11,33,8,4,6,7,9,4,0,0,0,0,0,0,0,63,7,2,35556.5,0,0,827,0.00581460753156903,22,35.95652173913044,3.142857142857143,0.00696075260500893,0.00046405017366726197,0.003585842251065206,0.00015468339122242067,0.00046405017366726197,0.00011249701179812411,0.2608695652173913,0.30434782608695654,0.391304347826087,0.17391304347826086,0.29774717780075455,0,0.582184517497349,0,1,0,0,1,0,0,0
351,71952.0,1,0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,34,7,2,35976.0,2,5,1350,0.009381123789140133,20,64.28571428571429,2.857142857142857,0.00911718923726929,0.0011118523460084502,0.00632366021792306,0.0007227040249054925,0.001487102512786302,0.0012925283522348232,0.38095238095238093,0.19047619047619047,0.38095238095238093,0.09523809523809523,0.43591978367140977,0,0.4912891986062718,0,1,0,0,1,0,0,0
352,69759.0,0,0,38,452,20,514,13,30,0,3,4,6,5,3,0,0,0,0,0,0,1,54,7,1,69759.0,0,0,1029,0.007375286697247707,15,64.3125,2.142857142857143,0.003239725340099485,0.00014335067876546396,0.0036841124442724238,9.317794119755157e-05,0.00021502601814819594,0.0,0.25,0.375,0.3125,0.1875,0.19547097314159628,0,0.7134146341463415,0,0,0,1,0,1,0,0
353,72099.0,0,0,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,0,46,8,1,72099.0,0,0,1166,0.008085991678224687,17,64.77777777777777,2.125,0.003786460283776474,0.0006310767139627456,0.0028433126673046783,0.0008252541644128212,0.0,0.00015256799678220226,0.16666666666666666,0.2222222222222222,0.5555555555555556,0.05555555555555555,0.18716905433295397,0,0.36585365853658536,0,1,0,0,1,0,0,0
354,60000.0,0,1,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,0,0,0,0,0,44,8,2,30000.0,0,0,1265,0.010541490975150414,19,63.25,2.375,0.017466666666666665,0.0,0.0036166666666666665,0.0,0.0,0.0002,0.55,0.15,0.25,0.25,0.5952160943223443,0,0.5707317073170732,0,0,0,1,0,1,0,0
355,38643.0,1,1,45,22,2,14,0,1,10,2,2,0,3,7,0,0,0,0,0,1,0,42,7,3,12881.0,0,0,39,0.0005046061484318393,5,6.5,0.7142857142857143,0.0008539709649871904,7.763372408974459e-05,0.0005434360686282121,0.0,3.8816862044872296e-05,0.00038816862044872293,0.3333333333333333,0.0,0.5,0.3333333333333333,0.03945102719654384,0,0.21951219512195122,0,1,0,0,0,1,0,0
